pocket_inchi,pocket_filename,protein_filename,representative,representative_name,protein_name,domain,organism,protein_code,chain_code,ligand_code,ligand_occupancy,int.protein_code,int.chain_code,int.protein_name,int.domain,int.organism
6vyb1_030________________,Pocket_030_6vyb1.pdb,6vyb1.pdb, yes,7_SARS2-Spike TRIMER open,Spike TRIMER open,,Severe acute respiratory syndrome coronavirus 2,6VYB,A, , , , , , , 
6vyb1_029________________,Pocket_029_6vyb1.pdb,6vyb1.pdb, yes,6_SARS2-Spike TRIMER open,Spike TRIMER open,,Severe acute respiratory syndrome coronavirus 2,6VYB,A, , , , , , , 
6vyb1_029________________,Pocket_029_6vyb1.pdb,6vyb1.pdb, yes,6_SARS2-Spike TRIMER open,Spike TRIMER open,,Severe acute respiratory syndrome coronavirus 2,6VYB,B, , , , , , , 
6vyb1_022________________,Pocket_022_6vyb1.pdb,6vyb1.pdb, yes,5_SARS2-Spike TRIMER open,Spike TRIMER open,,Severe acute respiratory syndrome coronavirus 2,6VYB,B, , , , , , , 
6vyb1_020________________,Pocket_020_6vyb1.pdb,6vyb1.pdb, yes,4_SARS2-Spike TRIMER open,Spike TRIMER open,,Severe acute respiratory syndrome coronavirus 2,6VYB,C, , , , , , , 
6vyb1_009________________,Pocket_009_6vyb1.pdb,6vyb1.pdb, yes,3_SARS2-Spike TRIMER open,Spike TRIMER open,,Severe acute respiratory syndrome coronavirus 2,6VYB,B, , , , , , , 
6vyb1_008________________,Pocket_008_6vyb1.pdb,6vyb1.pdb, yes,2_SARS2-Spike TRIMER open,Spike TRIMER open,,Severe acute respiratory syndrome coronavirus 2,6VYB,C, , , , , , , 
6vyb1_008________________,Pocket_008_6vyb1.pdb,6vyb1.pdb, yes,2_SARS2-Spike TRIMER open,Spike TRIMER open,,Severe acute respiratory syndrome coronavirus 2,6VYB,B, , , , , , , 
6vyb1_001________________,Pocket_001_6vyb1.pdb,6vyb1.pdb, yes,1_SARS2-Spike TRIMER open,Spike TRIMER open,,Severe acute respiratory syndrome coronavirus 2,6VYB,B, , , , , , , 
6vyb1_001________________,Pocket_001_6vyb1.pdb,6vyb1.pdb, yes,1_SARS2-Spike TRIMER open,Spike TRIMER open,,Severe acute respiratory syndrome coronavirus 2,6VYB,A, , , , , , , 
6vxx1C_001_______________,Pocket_001_6vxx1_1_C.pdb,6vxx1_1_C.pdb, yes,26_SARS2-Spike TRIMER closed,Spike TRIMER closed,,Severe acute respiratory syndrome coronavirus 2,6VXX,C, , , , , , , 
6vxx1B_012_______________,Pocket_012_6vxx1_1_B.pdb,6vxx1_1_B.pdb, yes,25_SARS2-Spike TRIMER closed,Spike TRIMER closed,,Severe acute respiratory syndrome coronavirus 2,6VXX,B, , , , , , , 
6vxx1B_011_______________,Pocket_011_6vxx1_1_B.pdb,6vxx1_1_B.pdb, yes,24_SARS2-Spike TRIMER closed,Spike TRIMER closed,,Severe acute respiratory syndrome coronavirus 2,6VXX,B, , , , , , , 
6vxx1B_007_______________,Pocket_007_6vxx1_1_B.pdb,6vxx1_1_B.pdb, yes,23_SARS2-Spike TRIMER closed,Spike TRIMER closed,,Severe acute respiratory syndrome coronavirus 2,6VXX,B, , , , , , , 
6vxx1B_005_______________,Pocket_005_6vxx1_1_B.pdb,6vxx1_1_B.pdb, yes,22_SARS2-Spike TRIMER closed,Spike TRIMER closed,,Severe acute respiratory syndrome coronavirus 2,6VXX,B, , , , , , , 
6vxx1B_004_______________,Pocket_004_6vxx1_1_B.pdb,6vxx1_1_B.pdb, yes,21_SARS2-Spike TRIMER closed,Spike TRIMER closed,,Severe acute respiratory syndrome coronavirus 2,6VXX,B, , , , , , , 
6vxx1A_011_______________,Pocket_011_6vxx1_1_A.pdb,6vxx1_1_A.pdb, yes,20_SARS2-Spike TRIMER closed,Spike TRIMER closed,,Severe acute respiratory syndrome coronavirus 2,6VXX,A, , , , , , , 
6vxx1A_006_______________,Pocket_006_6vxx1_1_A.pdb,6vxx1_1_A.pdb, yes,19_SARS2-Spike TRIMER closed,Spike TRIMER closed,,Severe acute respiratory syndrome coronavirus 2,6VXX,A, , , , , , , 
6vxx1A_004_______________,Pocket_004_6vxx1_1_A.pdb,6vxx1_1_A.pdb, yes,18_SARS2-Spike TRIMER closed,Spike TRIMER closed,,Severe acute respiratory syndrome coronavirus 2,6VXX,A, , , , , , , 
6vxx1A_002_______________,Pocket_002_6vxx1_1_A.pdb,6vxx1_1_A.pdb, yes,17_SARS2-Spike TRIMER closed,Spike TRIMER closed,,Severe acute respiratory syndrome coronavirus 2,6VXX,A, , ,6vxx,B,Spike TRIMER closed,,Severe acute respiratory syndrome coronavirus 2
6vxx1_050________________,Pocket_050_6vxx1.pdb,6vxx1.pdb, yes,16_SARS2-Spike TRIMER closed,Spike TRIMER closed,,Severe acute respiratory syndrome coronavirus 2,6VXX,B, , , , , , , 
6vxx1_050________________,Pocket_050_6vxx1.pdb,6vxx1.pdb, yes,16_SARS2-Spike TRIMER closed,Spike TRIMER closed,,Severe acute respiratory syndrome coronavirus 2,6VXX,A, , , , , , , 
6vxx1_048________________,Pocket_048_6vxx1.pdb,6vxx1.pdb, yes,15_SARS2-Spike TRIMER closed,Spike TRIMER closed,,Severe acute respiratory syndrome coronavirus 2,6VXX,C, , , , , , , 
6vxx1_048________________,Pocket_048_6vxx1.pdb,6vxx1.pdb, yes,15_SARS2-Spike TRIMER closed,Spike TRIMER closed,,Severe acute respiratory syndrome coronavirus 2,6VXX,B, , , , , , , 
6vxx1_044________________,Pocket_044_6vxx1.pdb,6vxx1.pdb, yes,14_SARS2-Spike TRIMER closed,Spike TRIMER closed,,Severe acute respiratory syndrome coronavirus 2,6VXX,C, , , , , , , 
6vxx1_035________________,Pocket_035_6vxx1.pdb,6vxx1.pdb, yes,13_SARS2-Spike TRIMER closed,Spike TRIMER closed,,Severe acute respiratory syndrome coronavirus 2,6VXX,C, , , , , , , 
6vxx1_035________________,Pocket_035_6vxx1.pdb,6vxx1.pdb, yes,13_SARS2-Spike TRIMER closed,Spike TRIMER closed,,Severe acute respiratory syndrome coronavirus 2,6VXX,B, , , , , , , 
6vxx1_034________________,Pocket_034_6vxx1.pdb,6vxx1.pdb, yes,12_SARS2-Spike TRIMER closed,Spike TRIMER closed,,Severe acute respiratory syndrome coronavirus 2,6VXX,B, , , , , , , 
6vxx1_034________________,Pocket_034_6vxx1.pdb,6vxx1.pdb, yes,12_SARS2-Spike TRIMER closed,Spike TRIMER closed,,Severe acute respiratory syndrome coronavirus 2,6VXX,C, , , , , , , 
6vxx1_032________________,Pocket_032_6vxx1.pdb,6vxx1.pdb, yes,11_SARS2-Spike TRIMER closed,Spike TRIMER closed,,Severe acute respiratory syndrome coronavirus 2,6VXX,A, , , , , , , 
6vxx1_032________________,Pocket_032_6vxx1.pdb,6vxx1.pdb, yes,11_SARS2-Spike TRIMER closed,Spike TRIMER closed,,Severe acute respiratory syndrome coronavirus 2,6VXX,C, , , , , , , 
6vxx1_032________________,Pocket_032_6vxx1.pdb,6vxx1.pdb, yes,11_SARS2-Spike TRIMER closed,Spike TRIMER closed,,Severe acute respiratory syndrome coronavirus 2,6VXX,B, , , , , , , 
6vxx1_023________________,Pocket_023_6vxx1.pdb,6vxx1.pdb, yes,10_SARS2-Spike TRIMER closed,Spike TRIMER closed,,Severe acute respiratory syndrome coronavirus 2,6VXX,B, , , , , , , 
6vxx1_023________________,Pocket_023_6vxx1.pdb,6vxx1.pdb, yes,10_SARS2-Spike TRIMER closed,Spike TRIMER closed,,Severe acute respiratory syndrome coronavirus 2,6VXX,A, , , , , , , 
6vxx1_022________________,Pocket_022_6vxx1.pdb,6vxx1.pdb, yes,9_SARS2-Spike TRIMER closed,Spike TRIMER closed,,Severe acute respiratory syndrome coronavirus 2,6VXX,C, , , , , , , 
6vxx1_022________________,Pocket_022_6vxx1.pdb,6vxx1.pdb, yes,9_SARS2-Spike TRIMER closed,Spike TRIMER closed,,Severe acute respiratory syndrome coronavirus 2,6VXX,B, , , , , , , 
6vxx1_020________________,Pocket_020_6vxx1.pdb,6vxx1.pdb, yes,8_SARS2-Spike TRIMER closed,Spike TRIMER closed,,Severe acute respiratory syndrome coronavirus 2,6VXX,C, , , , , , , 
6vxx1_020________________,Pocket_020_6vxx1.pdb,6vxx1.pdb, yes,8_SARS2-Spike TRIMER closed,Spike TRIMER closed,,Severe acute respiratory syndrome coronavirus 2,6VXX,A, , , , , , , 
6vxx1_016________________,Pocket_016_6vxx1.pdb,6vxx1.pdb, yes,7_SARS2-Spike TRIMER closed,Spike TRIMER closed,,Severe acute respiratory syndrome coronavirus 2,6VXX,C, , , , , , , 
6vxx1_016________________,Pocket_016_6vxx1.pdb,6vxx1.pdb, yes,7_SARS2-Spike TRIMER closed,Spike TRIMER closed,,Severe acute respiratory syndrome coronavirus 2,6VXX,A, , , , , , , 
6vxx1_014________________,Pocket_014_6vxx1.pdb,6vxx1.pdb, yes,6_SARS2-Spike TRIMER closed,Spike TRIMER closed,,Severe acute respiratory syndrome coronavirus 2,6VXX,A, , , , , , , 
6vxx1_014________________,Pocket_014_6vxx1.pdb,6vxx1.pdb, yes,6_SARS2-Spike TRIMER closed,Spike TRIMER closed,,Severe acute respiratory syndrome coronavirus 2,6VXX,B, , , , , , , 
6vxx1_013________________,Pocket_013_6vxx1.pdb,6vxx1.pdb, yes,5_SARS2-Spike TRIMER closed,Spike TRIMER closed,,Severe acute respiratory syndrome coronavirus 2,6VXX,A, , , , , , , 
6vxx1_013________________,Pocket_013_6vxx1.pdb,6vxx1.pdb, yes,5_SARS2-Spike TRIMER closed,Spike TRIMER closed,,Severe acute respiratory syndrome coronavirus 2,6VXX,C, , , , , , , 
6vxx1_012________________,Pocket_012_6vxx1.pdb,6vxx1.pdb, yes,4_SARS2-Spike TRIMER closed,Spike TRIMER closed,,Severe acute respiratory syndrome coronavirus 2,6VXX,C, , , , , , , 
6vxx1_012________________,Pocket_012_6vxx1.pdb,6vxx1.pdb, yes,4_SARS2-Spike TRIMER closed,Spike TRIMER closed,,Severe acute respiratory syndrome coronavirus 2,6VXX,B, , , , , , , 
6vxx1_010________________,Pocket_010_6vxx1.pdb,6vxx1.pdb, yes,3_SARS2-Spike TRIMER closed,Spike TRIMER closed,,Severe acute respiratory syndrome coronavirus 2,6VXX,C, , , , , , , 
6vxx1_010________________,Pocket_010_6vxx1.pdb,6vxx1.pdb, yes,3_SARS2-Spike TRIMER closed,Spike TRIMER closed,,Severe acute respiratory syndrome coronavirus 2,6VXX,A, , , , , , , 
6vxx1_010________________,Pocket_010_6vxx1.pdb,6vxx1.pdb, yes,3_SARS2-Spike TRIMER closed,Spike TRIMER closed,,Severe acute respiratory syndrome coronavirus 2,6VXX,B, , , , , , , 
6vxx1_009________________,Pocket_009_6vxx1.pdb,6vxx1.pdb, yes,2_SARS2-Spike TRIMER closed,Spike TRIMER closed,,Severe acute respiratory syndrome coronavirus 2,6VXX,A, , , , , , , 
6vxx1_009________________,Pocket_009_6vxx1.pdb,6vxx1.pdb, yes,2_SARS2-Spike TRIMER closed,Spike TRIMER closed,,Severe acute respiratory syndrome coronavirus 2,6VXX,B, , , , , , , 
6vxx1_009________________,Pocket_009_6vxx1.pdb,6vxx1.pdb, yes,2_SARS2-Spike TRIMER closed,Spike TRIMER closed,,Severe acute respiratory syndrome coronavirus 2,6VXX,C, , , , , , , 
6vxx1_001________________,Pocket_001_6vxx1.pdb,6vxx1.pdb, yes,1_SARS2-Spike TRIMER closed,Spike TRIMER closed,,Severe acute respiratory syndrome coronavirus 2,6VXX,A, , , , , , , 
6vxx1_001________________,Pocket_001_6vxx1.pdb,6vxx1.pdb, yes,1_SARS2-Spike TRIMER closed,Spike TRIMER closed,,Severe acute respiratory syndrome coronavirus 2,6VXX,C, , , , , , , 
6lvn1A_001_______________,Pocket_001_6lvn1_1_A.pdb,6lvn1_1_A.pdb, yes,1_SARS2-Spike S2 HR2,Spike S2 HR2,,Severe acute respiratory syndrome coronavirus 2,6LVN,A, , ,6lvn,C,Spike S2 HR2,,Severe acute respiratory syndrome coronavirus 2
6g131A_002_______________,Pocket_002_6g131_1_A.pdb,6g131_1_A.pdb, yes,3_MERS-Nucleocapsid,Nucleocapsid,cd21595,Middle East respiratory syndrome-related coronavirus,6G13,A, , ,6g13,C,Nucleocapsid,cd21595,Middle East respiratory syndrome-related coronavirus
6g131A_001_______________,Pocket_001_6g131_1_A.pdb,6g131_1_A.pdb, yes,2_MERS-Nucleocapsid,Nucleocapsid,cd21595,Middle East respiratory syndrome-related coronavirus,6G13,A, , ,6g13,C,Nucleocapsid,cd21595,Middle East respiratory syndrome-related coronavirus
5x4s1A_004_______________,Pocket_004_5x4s1_1_A.pdb,5x4s1_1_A.pdb, yes,4_SARS-Spike NTD,Spike NTD,cd21624,Severe acute respiratory syndrome-related coronavirus,5X4S,A, , , , , , , 
5x4s1A_003_______________,Pocket_003_5x4s1_1_A.pdb,5x4s1_1_A.pdb, yes,3_SARS-Spike NTD,Spike NTD,cd21624,Severe acute respiratory syndrome-related coronavirus,5X4S,A, , , , , , , 
5x4s1A_002_______________,Pocket_002_5x4s1_1_A.pdb,5x4s1_1_A.pdb, yes,2_SARS-Spike NTD,Spike NTD,cd21624,Severe acute respiratory syndrome-related coronavirus,5X4S,A, , , , , , , 
5x4s1A_001_______________,Pocket_001_5x4s1_1_A.pdb,5x4s1_1_A.pdb, yes,1_SARS-Spike NTD,Spike NTD,cd21624,Severe acute respiratory syndrome-related coronavirus,5X4S,A, , , , , , , 
5vyh1A_004_______________,Pocket_004_5vyh1_1_A.pdb,5vyh1_1_A.pdb, yes,4_MERS-Spike NTD,Spike NTD,cd21624,Middle East respiratory syndrome-related coronavirus,5VYH,A, , , , , , , 
5vyh1A_003_______________,Pocket_003_5vyh1_1_A.pdb,5vyh1_1_A.pdb, yes,3_MERS-Spike NTD,Spike NTD,cd21624,Middle East respiratory syndrome-related coronavirus,5VYH,A,FOL,0.406, , , , , 
5vyh1A_002_______________,Pocket_002_5vyh1_1_A.pdb,5vyh1_1_A.pdb, yes,2_MERS-Spike NTD,Spike NTD,cd21624,Middle East respiratory syndrome-related coronavirus,5VYH,A, , , , , , , 
5vyh1A_001_______________,Pocket_001_5vyh1_1_A.pdb,5vyh1_1_A.pdb, yes,1_MERS-Spike NTD,Spike NTD,cd21624,Middle East respiratory syndrome-related coronavirus,5VYH,A, , , , , , , 
5tl71B_004_______________,Pocket_004_5tl71_1_B.pdb,5tl71_1_B.pdb, yes,9_SARS-Nsp-3 (Papain like),Nsp-3 (Papain like),"cd21466,cd21732",Severe acute respiratory syndrome-related coronavirus,5TL7,B, , , , , , , 
5tl71B_001_______________,Pocket_001_5tl71_1_B.pdb,5tl71_1_B.pdb, yes,8_SARS-Nsp-3 (Papain like),Nsp-3 (Papain like),"cd21466,cd21732",Severe acute respiratory syndrome-related coronavirus,5TL7,B, , , , , , , 
5rob1B_007_______________,Pocket_007_5rob1_1_B.pdb,5rob1_1_B.pdb, yes,7_SARS2-Nsp-13 (Helicase),Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5ROB,B, , , , , , , 
5rob1B_006_______________,Pocket_006_5rob1_1_B.pdb,5rob1_1_B.pdb, yes,6_SARS2-Nsp-13 (Helicase),Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5ROB,B, , , , , , , 
5rob1B_005_______________,Pocket_005_5rob1_1_B.pdb,5rob1_1_B.pdb, yes,5_SARS2-Nsp-13 (Helicase),Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5ROB,B, , , , , , , 
5rob1B_004_______________,Pocket_004_5rob1_1_B.pdb,5rob1_1_B.pdb, yes,4_SARS2-Nsp-13 (Helicase),Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5ROB,B, , , , , , , 
5rob1B_003_______________,Pocket_003_5rob1_1_B.pdb,5rob1_1_B.pdb, yes,3_SARS2-Nsp-13 (Helicase),Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5ROB,B, , , , , , , 
5rob1B_002_______________,Pocket_002_5rob1_1_B.pdb,5rob1_1_B.pdb, yes,2_SARS2-Nsp-13 (Helicase),Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5ROB,B, , , , , , , 
5rob1B_001_______________,Pocket_001_5rob1_1_B.pdb,5rob1_1_B.pdb, yes,1_SARS2-Nsp-13 (Helicase),Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5ROB,B, , , , , , , 
5ko31A_002_______________,Pocket_002_5ko31_1_A.pdb,5ko31_1_A.pdb, yes,3_MERS-Nsp-3 (Papain like),Nsp-3 (Papain like),cd21732,Middle East respiratory syndrome-related coronavirus,5KO3,A, , , , , , , 
5ko31A_001_______________,Pocket_001_5ko31_1_A.pdb,5ko31_1_A.pdb, yes,2_MERS-Nsp-3 (Papain like),Nsp-3 (Papain like),cd21732,Middle East respiratory syndrome-related coronavirus,5KO3,A, , , , , , , 
5hol1A_001_______________,Pocket_001_5hol1_1_A.pdb,5hol1_1_A.pdb, yes,1_MERS-Nsp-3,Nsp-3,cd21557,Middle East respiratory syndrome-related coronavirus,5HOL,A,APR,1, , , , , 
5f221A_002_______________,Pocket_002_5f221_1_A.pdb,5f221_1_A.pdb, yes,2_SARS-Nsp-7,Nsp-7,cd21827,Severe acute respiratory syndrome-related coronavirus,5F22,A, , ,5f22,B,Nsp-8,cd21831,Severe acute respiratory syndrome-related coronavirus
5f221A_001_______________,Pocket_001_5f221_1_A.pdb,5f221_1_A.pdb, yes,1_SARS-Nsp-7,Nsp-7,cd21827,Severe acute respiratory syndrome-related coronavirus,5F22,A, , ,5f22,B,Nsp-8,cd21831,Severe acute respiratory syndrome-related coronavirus
4ylu1A_002_______________,Pocket_002_4ylu1_1_A.pdb,4ylu1_1_A.pdb, yes,2_MERS-Nsp-5 (Mpro),Nsp-5 (Mpro),cd21666,Middle East respiratory syndrome-related coronavirus,4YLU,A,R30,0.9, , , , , 
4ylu1A_001_______________,Pocket_001_4ylu1_1_A.pdb,4ylu1_1_A.pdb, yes,1_MERS-Nsp-5 (Mpro),Nsp-5 (Mpro),cd21666,Middle East respiratory syndrome-related coronavirus,4YLU,A, , , , , , , 
4ud11A_001_______________,Pocket_001_4ud11_1_A.pdb,4ud11_1_A.pdb, yes,1_MERS-Nucleocapsid,Nucleocapsid,cd21554,Middle East respiratory syndrome-related coronavirus,4UD1,A, , , , , , , 
4njl1A_001_______________,Pocket_001_4njl1_1_A.pdb,4njl1_1_A.pdb, yes,1_MERS-Spike S2 HR,Spike S2 HR,,Middle East respiratory syndrome-related coronavirus,4NJL,A, , , , , , , 
3tnt1A_005_______________,Pocket_005_3tnt1_1_A.pdb,3tnt1_1_A.pdb, yes,12_SARS-Nsp-5 (Mpro),Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome-related coronavirus,3TNT,A, , , , , , , 
3tnt1A_004_______________,Pocket_004_3tnt1_1_A.pdb,3tnt1_1_A.pdb, yes,11_SARS-Nsp-5 (Mpro),Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome-related coronavirus,3TNT,A, , , , , , , 
3tnt1A_003_______________,Pocket_003_3tnt1_1_A.pdb,3tnt1_1_A.pdb, yes,10_SARS-Nsp-5 (Mpro),Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome-related coronavirus,3TNT,A, , , , , , , 
3tnt1A_002_______________,Pocket_002_3tnt1_1_A.pdb,3tnt1_1_A.pdb, yes,9_SARS-Nsp-5 (Mpro),Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome-related coronavirus,3TNT,A, , , , , , , 
3tnt1A_001_______________,Pocket_001_3tnt1_1_A.pdb,3tnt1_1_A.pdb, yes,8_SARS-Nsp-5 (Mpro),Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome-related coronavirus,3TNT,A,G85,0.83, , , , , 
3r241A_005_______________,Pocket_005_3r241_1_A.pdb,3r241_1_A.pdb, yes,5_SARS-Nsp-16,Nsp-16,cd20762,Severe acute respiratory syndrome-related coronavirus,3R24,A, , , , , , , 
3r241A_004_______________,Pocket_004_3r241_1_A.pdb,3r241_1_A.pdb, yes,4_SARS-Nsp-16,Nsp-16,cd20762,Severe acute respiratory syndrome-related coronavirus,3R24,A, , , , , , , 
3r241A_003_______________,Pocket_003_3r241_1_A.pdb,3r241_1_A.pdb, yes,3_SARS-Nsp-16,Nsp-16,cd20762,Severe acute respiratory syndrome-related coronavirus,3R24,A, , , , , , , 
3r241A_002_______________,Pocket_002_3r241_1_A.pdb,3r241_1_A.pdb, yes,2_SARS-Nsp-16,Nsp-16,cd20762,Severe acute respiratory syndrome-related coronavirus,3R24,A, , , , , , , 
3r241A_001_______________,Pocket_001_3r241_1_A.pdb,3r241_1_A.pdb, yes,1_SARS-Nsp-16,Nsp-16,cd20762,Severe acute respiratory syndrome-related coronavirus,3R24,A,SAM,0.815, , , , , 
3e9s1A_006_______________,Pocket_006_3e9s1_1_A.pdb,3e9s1_1_A.pdb, yes,7_SARS-Nsp-3 (Papain like),Nsp-3 (Papain like),"cd21466,cd21732",Severe acute respiratory syndrome-related coronavirus,3E9S,A, , , , , , , 
3e9s1A_005_______________,Pocket_005_3e9s1_1_A.pdb,3e9s1_1_A.pdb, yes,6_SARS-Nsp-3 (Papain like),Nsp-3 (Papain like),"cd21466,cd21732",Severe acute respiratory syndrome-related coronavirus,3E9S,A, , , , , , , 
3e9s1A_002_______________,Pocket_002_3e9s1_1_A.pdb,3e9s1_1_A.pdb, yes,5_SARS-Nsp-3 (Papain like),Nsp-3 (Papain like),"cd21466,cd21732",Severe acute respiratory syndrome-related coronavirus,3E9S,A,TTT,0.87, , , , , 
3e9s1A_001_______________,Pocket_001_3e9s1_1_A.pdb,3e9s1_1_A.pdb, yes,4_SARS-Nsp-3 (Papain like),Nsp-3 (Papain like),"cd21466,cd21732",Severe acute respiratory syndrome-related coronavirus,3E9S,A, , , , , , , 
2w2g1B_005_______________,Pocket_005_2w2g1_1_B.pdb,2w2g1_1_B.pdb, yes,7_SARS-Nsp-3,Nsp-3,cd21562,Severe acute respiratory syndrome-related coronavirus,2W2G,B, , , , , , , 
2w2g1B_004_______________,Pocket_004_2w2g1_1_B.pdb,2w2g1_1_B.pdb, yes,6_SARS-Nsp-3,Nsp-3,cd21562,Severe acute respiratory syndrome-related coronavirus,2W2G,B, , , , , , , 
2w2g1B_003_______________,Pocket_003_2w2g1_1_B.pdb,2w2g1_1_B.pdb, yes,5_SARS-Nsp-3,Nsp-3,cd21562,Severe acute respiratory syndrome-related coronavirus,2W2G,B, , , , , , , 
2w2g1B_002_______________,Pocket_002_2w2g1_1_B.pdb,2w2g1_1_B.pdb, yes,4_SARS-Nsp-3,Nsp-3,cd21562,Severe acute respiratory syndrome-related coronavirus,2W2G,B, , , , , , , 
2w2g1B_001_______________,Pocket_001_2w2g1_1_B.pdb,2w2g1_1_B.pdb, yes,3_SARS-Nsp-3,Nsp-3,cd21562,Severe acute respiratory syndrome-related coronavirus,2W2G,B, , ,2w2g,A,Nsp-3,cd21562,Severe acute respiratory syndrome-related coronavirus
2qcy1A_007_______________,Pocket_007_2qcy1_1_A.pdb,2qcy1_1_A.pdb, yes,7_SARS-Nsp-5 (Mpro),Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome-related coronavirus,2QCY,A, , , , , , , 
2qcy1A_006_______________,Pocket_006_2qcy1_1_A.pdb,2qcy1_1_A.pdb, yes,6_SARS-Nsp-5 (Mpro),Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome-related coronavirus,2QCY,A, , , , , , , 
2qcy1A_005_______________,Pocket_005_2qcy1_1_A.pdb,2qcy1_1_A.pdb, yes,5_SARS-Nsp-5 (Mpro),Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome-related coronavirus,2QCY,A, , , , , , , 
2qcy1A_004_______________,Pocket_004_2qcy1_1_A.pdb,2qcy1_1_A.pdb, yes,4_SARS-Nsp-5 (Mpro),Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome-related coronavirus,2QCY,A, , , , , , , 
2qcy1A_003_______________,Pocket_003_2qcy1_1_A.pdb,2qcy1_1_A.pdb, yes,3_SARS-Nsp-5 (Mpro),Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome-related coronavirus,2QCY,A, , , , , , , 
2qcy1A_002_______________,Pocket_002_2qcy1_1_A.pdb,2qcy1_1_A.pdb, yes,2_SARS-Nsp-5 (Mpro),Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome-related coronavirus,2QCY,A, , , , , , , 
2qcy1A_001_______________,Pocket_001_2qcy1_1_A.pdb,2qcy1_1_A.pdb, yes,1_SARS-Nsp-5 (Mpro),Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome-related coronavirus,2QCY,A, , , , , , , 
2gib1B_001_______________,Pocket_001_2gib1_1_B.pdb,2gib1_1_B.pdb, yes,1_SARS-Nucleocapsid,Nucleocapsid,cd21595,Severe acute respiratory syndrome-related coronavirus,2GIB,B, , , , , , , 
2ghw1A_003_______________,Pocket_003_2ghw1_1_A.pdb,2ghw1_1_A.pdb, yes,3_SARS-Spike S1 RBD,Spike S1 RBD,cd21480,Severe acute respiratory syndrome-related coronavirus,2GHW,A, , , , , , , 
2ghw1A_001_______________,Pocket_001_2ghw1_1_A.pdb,2ghw1_1_A.pdb, yes,2_SARS-Spike S1 RBD,Spike S1 RBD,cd21480,Severe acute respiratory syndrome-related coronavirus,2GHW,A, , , , , , , 
2ghv1E_001_______________,Pocket_001_2ghv1_1_E.pdb,2ghv1_1_E.pdb, yes,1_SARS-Spike S1 RBD,Spike S1 RBD,cd21480,Severe acute respiratory syndrome-related coronavirus,2GHV,E, , , , , , , 
2fyg1A_001_______________,Pocket_001_2fyg1_1_A.pdb,2fyg1_1_A.pdb, yes,1_SARS-Nsp-10,Nsp-10,cd21901,Severe acute respiratory syndrome-related coronavirus,2FYG,A, , , , , , , 
2fe81A_004_______________,Pocket_004_2fe81_1_A.pdb,2fe81_1_A.pdb, yes,3_SARS-Nsp-3 (Papain like),Nsp-3 (Papain like),"cd21466,cd21732",Severe acute respiratory syndrome-related coronavirus,2FE8,A, , , , , , , 
2fe81A_002_______________,Pocket_002_2fe81_1_A.pdb,2fe81_1_A.pdb, yes,2_SARS-Nsp-3 (Papain like),Nsp-3 (Papain like),"cd21466,cd21732",Severe acute respiratory syndrome-related coronavirus,2FE8,A, , , , , , , 
2fe81A_001_______________,Pocket_001_2fe81_1_A.pdb,2fe81_1_A.pdb, yes,1_SARS-Nsp-3 (Papain like),Nsp-3 (Papain like),"cd21466,cd21732",Severe acute respiratory syndrome-related coronavirus,2FE8,A, , , , , , , 
2fav1A_002_______________,Pocket_002_2fav1_1_A.pdb,2fav1_1_A.pdb, yes,2_SARS-Nsp-3,Nsp-3,cd21557,Severe acute respiratory syndrome-related coronavirus,2FAV,A, , , , , , , 
2fav1A_001_______________,Pocket_001_2fav1_1_A.pdb,2fav1_1_A.pdb, yes,1_SARS-Nsp-3,Nsp-3,cd21557,Severe acute respiratory syndrome-related coronavirus,2FAV,A, , , , , , , 
