pocket.1,pocket.2,similarity_value
1_SARS-Nsp-5 (Mpro),1_SARS2-Nsp-14 (Proofreading exoribonuclease),0.811457
1_MERS-Spike S2 HR,1_SARS2-Nsp-14 (Proofreading exoribonuclease),0.834252
1_MERS-Spike RBD,1_SARS2-Nsp-14 (Proofreading exoribonuclease),0.828086
1_MERS-Nucleocapsid,1_SARS2-Nsp-14 (Proofreading exoribonuclease),0.819067
1_SARS-Nsp-16,1_SARS2-Nsp-16,0.829878
1_SARS-Nsp-3,1_SARS2-Nsp-3,0.83238
1_MERS-Nsp-3,1_SARS2-Nsp-3,0.879678
8_SARS-Nsp-3 (Papain like),1_SARS2-Nsp-3 (Papain like protease),0.806524
6_SARS-Nsp-3 (Papain like),1_SARS2-Nsp-3 (Papain like protease),0.806178
4_SARS2-Nsp-9,1_SARS2-Nsp-3 (Papain like protease),0.80091
2_SARS2-Nsp-14 (Proofreading exoribonuclease),1_SARS2-Nsp-3 (Papain like protease),0.802947
8_SARS-Nsp-5 (Mpro),1_SARS2-Nsp-5 (Mpro),0.820334
1_SARS-Nsp-7,1_SARS2-Nsp-7,0.847765
9_SARS2-Spike TRIMER open,1_SARS2-Nsp-8,0.812993
9_SARS-Nsp-5 (Mpro),1_SARS2-Nsp-8,0.802994
9_SARS-Nsp-3 (Papain like),1_SARS2-Nsp-8,0.806008
8_SARS2-Spike TRIMER closed,1_SARS2-Nsp-8,0.808722
8_SARS-Nsp-3 (Papain like),1_SARS2-Nsp-8,0.803659
7_SARS-Spike S1 RBD,1_SARS2-Nsp-8,0.80375
7_SARS-Nsp-3,1_SARS2-Nsp-8,0.804458
6_SARS-Nsp-3,1_SARS2-Nsp-8,0.801197
5_SARS2-Nsp-13 (Helicase),1_SARS2-Nsp-8,0.800968
5_SARS-Nsp-16,1_SARS2-Nsp-8,0.804018
4_SARS2-Spike TRIMER closed,1_SARS2-Nsp-8,0.813613
4_SARS2-Nsp-15 (Uridylate-specific endoribonuclease),1_SARS2-Nsp-8,0.80005
4_SARS-Spike NTD,1_SARS2-Nsp-8,0.80546
3_SARS-Spike S1 RBD,1_SARS2-Nsp-8,0.816912
25_SARS2-Spike TRIMER closed,1_SARS2-Nsp-8,0.831715
21_SARS2-Spike TRIMER closed,1_SARS2-Nsp-8,0.81015
2_SARS2-Spike TRIMER open,1_SARS2-Nsp-8,0.803392
2_SARS2-Nsp-16,1_SARS2-Nsp-8,0.80769
2_SARS2-Nsp-10,1_SARS2-Nsp-8,0.816914
2_SARS-Nsp-3 (Papain like),1_SARS2-Nsp-8,0.821838
2_SARS-Nsp-3,1_SARS2-Nsp-8,0.801868
2_MERS-Spike NTD,1_SARS2-Nsp-8,0.808264
2_MERS-Nucleocapsid,1_SARS2-Nsp-8,0.803294
2_MERS-Nsp-3 (Papain like),1_SARS2-Nsp-8,0.818686
19_SARS2-Spike TRIMER closed,1_SARS2-Nsp-8,0.80382
18_SARS2-Spike TRIMER open,1_SARS2-Nsp-8,0.803463
18_SARS2-Spike TRIMER closed,1_SARS2-Nsp-8,0.804184
17_SARS2-Spike TRIMER open,1_SARS2-Nsp-8,0.809698
16_SARS2-Spike TRIMER open,1_SARS2-Nsp-8,0.824121
15_SARS2-Spike TRIMER closed,1_SARS2-Nsp-8,0.813582
12_SARS2-Spike TRIMER open,1_SARS2-Nsp-8,0.806988
1_SARS-Spike S1 RBD,1_SARS2-Nsp-8,0.804016
1_SARS-Nucleocapsid,1_SARS2-Nsp-8,0.805539
1_SARS-Nsp-10,1_SARS2-Nsp-8,0.823046
1_MERS-Spike S2 HR,1_SARS2-Nsp-8,0.805995
3_SARS-Nsp-16,1_SARS2-Nsp-9,0.805502
3_MERS-Nucleocapsid,1_SARS2-Nucleocapsid,0.849422
9_SARS2-Spike TRIMER open,1_SARS2-ORF3a,0.820705
9_SARS-Nsp-3 (Papain like),1_SARS2-ORF3a,0.827817
8_SARS2-Spike TRIMER open,1_SARS2-ORF3a,0.830148
7_SARS2-Spike S1 RBD,1_SARS2-ORF3a,0.851123
7_SARS2-Nsp-13 (Helicase),1_SARS2-ORF3a,0.828967
7_SARS-Spike S1 RBD,1_SARS2-ORF3a,0.814451
7_SARS-Nsp-5 (Mpro),1_SARS2-ORF3a,0.837421
7_SARS-Nsp-3 (Papain like),1_SARS2-ORF3a,0.817341
7_SARS-Nsp-3,1_SARS2-ORF3a,0.824845
6_SARS2-Nsp-16,1_SARS2-ORF3a,0.816296
6_SARS2-Nsp-13 (Helicase),1_SARS2-ORF3a,0.839566
6_SARS2-Nsp-12,1_SARS2-ORF3a,0.834593
6_SARS-Spike S1 RBD,1_SARS2-ORF3a,0.81631
6_SARS-Nsp-5 (Mpro),1_SARS2-ORF3a,0.823616
6_SARS-Nsp-3 (Papain like),1_SARS2-ORF3a,0.801501
5_SARS2-Spike S1 RBD,1_SARS2-ORF3a,0.806473
5_SARS2-Nsp-5 (Mpro),1_SARS2-ORF3a,0.80105
5_SARS2-Nsp-16,1_SARS2-ORF3a,0.832388
5_SARS2-Nsp-13 (Helicase),1_SARS2-ORF3a,0.830501
5_SARS-Spike S1 RBD,1_SARS2-ORF3a,0.828721
5_SARS-Nsp-16,1_SARS2-ORF3a,0.801928
4_SARS2-Spike TRIMER open,1_SARS2-ORF3a,0.819746
4_SARS2-Nsp-16,1_SARS2-ORF3a,0.836306
4_SARS2-Nsp-12,1_SARS2-ORF3a,0.817308
4_SARS-Nsp-5 (Mpro),1_SARS2-ORF3a,0.824057
4_SARS-Nsp-3 (Papain like),1_SARS2-ORF3a,0.829322
4_SARS-Nsp-16,1_SARS2-ORF3a,0.838915
4_MERS-Spike NTD,1_SARS2-ORF3a,0.837914
3_SARS2-Spike S1 RBD,1_SARS2-ORF3a,0.816645
3_SARS2-Spike NTD,1_SARS2-ORF3a,0.827401
3_SARS2-Nsp-2,1_SARS2-ORF3a,0.817888
3_SARS2-Nsp-16,1_SARS2-ORF3a,0.819472
3_SARS2-Nsp-15 (Uridylate-specific endoribonuclease),1_SARS2-ORF3a,0.834323
3_SARS2-Nsp-12,1_SARS2-ORF3a,0.815077
3_SARS-Spike S1 RBD,1_SARS2-ORF3a,0.832501
3_SARS-Spike NTD,1_SARS2-ORF3a,0.833898
3_SARS-Nsp-3 (Papain like),1_SARS2-ORF3a,0.845164
3_MERS-Nsp-3 (Papain like),1_SARS2-ORF3a,0.834767
24_SARS2-Spike TRIMER closed,1_SARS2-ORF3a,0.821186
22_SARS2-Spike TRIMER closed,1_SARS2-ORF3a,0.819654
20_SARS2-Spike TRIMER closed,1_SARS2-ORF3a,0.803788
2_SARS2-Spike TRIMER open,1_SARS2-ORF3a,0.807131
2_SARS2-Spike NTD,1_SARS2-ORF3a,0.801747
2_SARS2-Nsp-16,1_SARS2-ORF3a,0.811702
2_SARS2-Nsp-15 (Uridylate-specific endoribonuclease),1_SARS2-ORF3a,0.817543
2_SARS2-Nsp-13 (Helicase),1_SARS2-ORF3a,0.812683
2_SARS2-Nsp-12,1_SARS2-ORF3a,0.826016
2_SARS2-Nsp-10,1_SARS2-ORF3a,0.837476
2_SARS-Spike S1 RBD,1_SARS2-ORF3a,0.835179
2_SARS-Spike NTD,1_SARS2-ORF3a,0.84423
2_SARS-Nsp-3 (Papain like),1_SARS2-ORF3a,0.832369
2_SARS-Nsp-16,1_SARS2-ORF3a,0.817733
2_MERS-Spike RBD,1_SARS2-ORF3a,0.831971
19_SARS2-Spike TRIMER closed,1_SARS2-ORF3a,0.825102
18_SARS2-Spike TRIMER open,1_SARS2-ORF3a,0.804291
17_SARS2-Spike TRIMER open,1_SARS2-ORF3a,0.841993
17_SARS2-Spike TRIMER closed,1_SARS2-ORF3a,0.801516
16_SARS2-Spike TRIMER open,1_SARS2-ORF3a,0.822813
15_SARS2-Spike TRIMER open,1_SARS2-ORF3a,0.809837
14_SARS2-Spike TRIMER open,1_SARS2-ORF3a,0.810666
14_SARS2-Spike TRIMER closed,1_SARS2-ORF3a,0.802104
14_SARS2-Nsp-12,1_SARS2-ORF3a,0.815101
12_SARS2-Nsp-12,1_SARS2-ORF3a,0.834591
11_SARS2-Spike TRIMER open,1_SARS2-ORF3a,0.810995
11_SARS2-Nsp-12,1_SARS2-ORF3a,0.812286
10_SARS2-Nsp-12,1_SARS2-ORF3a,0.835998
1_SARS2-Spike TRIMER open,1_SARS2-ORF3a,0.812664
1_SARS2-Spike S1 RBD,1_SARS2-ORF3a,0.806321
1_SARS2-Nsp-12,1_SARS2-ORF3a,0.835727
1_SARS-Spike S1 RBD,1_SARS2-ORF3a,0.806086
1_SARS-Nsp-8,1_SARS2-ORF3a,0.831293
1_SARS-Nsp-5 (Mpro),1_SARS2-ORF3a,0.843459
1_MERS-Spike S2 HR,1_SARS2-ORF3a,0.843616
1_MERS-Spike RBD,1_SARS2-ORF3a,0.817616
1_MERS-Nucleocapsid,1_SARS2-ORF3a,0.827473
2_SARS-ORF7a,1_SARS2-ORF7a,0.87487
9_SARS2-Spike TRIMER open,1_SARS2-ORF8,0.816029
9_SARS-Nsp-5 (Mpro),1_SARS2-ORF8,0.809158
9_SARS-Nsp-3 (Papain like),1_SARS2-ORF8,0.813994
8_SARS2-Spike TRIMER closed,1_SARS2-ORF8,0.808443
6_SARS2-Spike S1 RBD,1_SARS2-ORF8,0.816933
6_SARS2-Nsp-13 (Helicase),1_SARS2-ORF8,0.805042
6_SARS-Spike S1 RBD,1_SARS2-ORF8,0.800648
6_SARS-Nsp-3,1_SARS2-ORF8,0.813555
5_SARS2-Spike S1 RBD,1_SARS2-ORF8,0.815778
5_SARS2-Nsp-5 (Mpro),1_SARS2-ORF8,0.815693
5_SARS2-Nsp-2,1_SARS2-ORF8,0.800858
5_SARS2-Nsp-16,1_SARS2-ORF8,0.818777
5_SARS-Nsp-16,1_SARS2-ORF8,0.807741
4_SARS2-Nsp-2,1_SARS2-ORF8,0.81135
4_SARS2-Nsp-15 (Uridylate-specific endoribonuclease),1_SARS2-ORF8,0.806709
4_SARS2-Nsp-13 (Helicase),1_SARS2-ORF8,0.805112
4_SARS-Spike NTD,1_SARS2-ORF8,0.811327
3_SARS2-Spike S1 RBD,1_SARS2-ORF8,0.805223
3_SARS2-Nsp-9,1_SARS2-ORF8,0.805282
3_SARS2-Nsp-5 (Mpro),1_SARS2-ORF8,0.804255
3_SARS2-Nsp-2,1_SARS2-ORF8,0.802327
25_SARS2-Spike TRIMER closed,1_SARS2-ORF8,0.816019
21_SARS2-Spike TRIMER closed,1_SARS2-ORF8,0.806514
2_SARS2-Spike NTD,1_SARS2-ORF8,0.816172
2_SARS2-Nsp-2,1_SARS2-ORF8,0.80085
2_SARS2-Nsp-16,1_SARS2-ORF8,0.80495
2_SARS2-Nsp-10,1_SARS2-ORF8,0.813992
2_SARS-Nsp-3 (Papain like),1_SARS2-ORF8,0.821271
2_SARS-Nsp-3,1_SARS2-ORF8,0.806374
2_SARS-Nsp-16,1_SARS2-ORF8,0.8002
2_MERS-Nsp-3 (Papain like),1_SARS2-ORF8,0.828426
18_SARS2-Spike TRIMER open,1_SARS2-ORF8,0.814095
18_SARS2-Spike TRIMER closed,1_SARS2-ORF8,0.812005
17_SARS2-Spike TRIMER open,1_SARS2-ORF8,0.801905
15_SARS2-Spike TRIMER closed,1_SARS2-ORF8,0.8032
14_SARS2-Spike TRIMER closed,1_SARS2-ORF8,0.808287
12_SARS2-Spike TRIMER open,1_SARS2-ORF8,0.813192
11_SARS2-Spike TRIMER open,1_SARS2-ORF8,0.8055
10_SARS2-Spike TRIMER open,1_SARS2-ORF8,0.802211
10_SARS-Nsp-5 (Mpro),1_SARS2-ORF8,0.818082
1_SARS2-Spike S1 RBD,1_SARS2-ORF8,0.823415
1_SARS2-Nsp-8,1_SARS2-ORF8,0.809386
1_SARS2-Nsp-10,1_SARS2-ORF8,0.804992
1_SARS-Spike S1 RBD,1_SARS2-ORF8,0.814376
1_SARS-Nucleocapsid,1_SARS2-ORF8,0.81924
1_SARS-Nsp-10,1_SARS2-ORF8,0.823987
1_MERS-Spike S2 HR,1_SARS2-ORF8,0.805975
1_MERS-Spike RBD,1_SARS2-ORF8,0.806471
2_MERS-Spike NTD,1_SARS2-ORF9b,0.801503
16_SARS2-Spike TRIMER open,1_SARS2-ORF9b,0.801753
13_SARS2-Spike TRIMER open,1_SARS2-ORF9b,0.821568
1_SARS-Nucleocapsid,1_SARS2-ORF9b,0.803778
1_MERS-Spike S2 HR,1_SARS2-ORF9b,0.811811
9_SARS-Nsp-3 (Papain like),1_SARS2-Spike NTD,0.80289
8_SARS-Nsp-3 (Papain like),1_SARS2-Spike NTD,0.810803
6_SARS2-Spike TRIMER closed,1_SARS2-Spike NTD,0.801727
6_SARS-Nsp-3,1_SARS2-Spike NTD,0.804654
5_SARS2-Nsp-13 (Helicase),1_SARS2-Spike NTD,0.80013
4_SARS-Spike NTD,1_SARS2-Spike NTD,0.802922
25_SARS2-Spike TRIMER closed,1_SARS2-Spike NTD,0.801783
2_SARS2-Nsp-10,1_SARS2-Spike NTD,0.802701
2_SARS-Nsp-16,1_SARS2-Spike NTD,0.801202
2_MERS-Nsp-3 (Papain like),1_SARS2-Spike NTD,0.804672
16_SARS2-Spike TRIMER open,1_SARS2-Spike NTD,0.80217
15_SARS2-Spike TRIMER closed,1_SARS2-Spike NTD,0.810935
1_SARS2-Nsp-8,1_SARS2-Spike NTD,0.800395
1_SARS-Spike NTD,1_SARS2-Spike NTD,0.821632
1_SARS-Nucleocapsid,1_SARS2-Spike NTD,0.808063
1_SARS-Nsp-10,1_SARS2-Spike NTD,0.805
9_SARS2-Spike TRIMER open,1_SARS2-Spike S1 RBD,0.842233
9_SARS-Nsp-5 (Mpro),1_SARS2-Spike S1 RBD,0.829274
9_SARS-Nsp-3 (Papain like),1_SARS2-Spike S1 RBD,0.829705
8_SARS2-Spike TRIMER open,1_SARS2-Spike S1 RBD,0.822075
8_SARS2-Spike TRIMER closed,1_SARS2-Spike S1 RBD,0.814031
7_SARS2-Nsp-13 (Helicase),1_SARS2-Spike S1 RBD,0.818103
7_SARS-Spike S1 RBD,1_SARS2-Spike S1 RBD,0.829054
7_SARS-Nsp-5 (Mpro),1_SARS2-Spike S1 RBD,0.806189
7_SARS-Nsp-3 (Papain like),1_SARS2-Spike S1 RBD,0.808469
7_SARS-Nsp-3,1_SARS2-Spike S1 RBD,0.826308
6_SARS2-Nsp-16,1_SARS2-Spike S1 RBD,0.831359
6_SARS2-Nsp-13 (Helicase),1_SARS2-Spike S1 RBD,0.82521
6_SARS-Spike S1 RBD,1_SARS2-Spike S1 RBD,0.827893
6_SARS-Nsp-5 (Mpro),1_SARS2-Spike S1 RBD,0.812991
6_SARS-Nsp-3 (Papain like),1_SARS2-Spike S1 RBD,0.807232
6_SARS-Nsp-3,1_SARS2-Spike S1 RBD,0.809472
5_SARS2-Nsp-16,1_SARS2-Spike S1 RBD,0.836858
5_SARS2-Nsp-13 (Helicase),1_SARS2-Spike S1 RBD,0.843719
5_SARS-Spike S1 RBD,1_SARS2-Spike S1 RBD,0.809558
5_SARS-Nsp-16,1_SARS2-Spike S1 RBD,0.819038
4_SARS2-Spike TRIMER open,1_SARS2-Spike S1 RBD,0.803142
4_SARS2-Spike TRIMER closed,1_SARS2-Spike S1 RBD,0.810374
4_SARS2-Nsp-16,1_SARS2-Spike S1 RBD,0.814143
4_SARS2-Nsp-15 (Uridylate-specific endoribonuclease),1_SARS2-Spike S1 RBD,0.802116
4_SARS2-Nsp-13 (Helicase),1_SARS2-Spike S1 RBD,0.809311
4_SARS-Spike NTD,1_SARS2-Spike S1 RBD,0.826972
4_SARS-Nsp-5 (Mpro),1_SARS2-Spike S1 RBD,0.80501
4_SARS-Nsp-3 (Papain like),1_SARS2-Spike S1 RBD,0.817928
4_SARS-Nsp-16,1_SARS2-Spike S1 RBD,0.836021
4_MERS-Spike NTD,1_SARS2-Spike S1 RBD,0.82199
3_SARS2-Nsp-9,1_SARS2-Spike S1 RBD,0.803463
3_SARS2-Nsp-16,1_SARS2-Spike S1 RBD,0.814423
3_SARS2-Nsp-15 (Uridylate-specific endoribonuclease),1_SARS2-Spike S1 RBD,0.806178
3_SARS-Spike S1 RBD,1_SARS2-Spike S1 RBD,0.823825
3_SARS-Spike NTD,1_SARS2-Spike S1 RBD,0.814258
3_SARS-Nsp-3 (Papain like),1_SARS2-Spike S1 RBD,0.817102
3_MERS-Spike NTD,1_SARS2-Spike S1 RBD,0.812064
3_MERS-Nsp-3 (Papain like),1_SARS2-Spike S1 RBD,0.80936
25_SARS2-Spike TRIMER closed,1_SARS2-Spike S1 RBD,0.840791
24_SARS2-Spike TRIMER closed,1_SARS2-Spike S1 RBD,0.800553
22_SARS2-Spike TRIMER closed,1_SARS2-Spike S1 RBD,0.828911
2_SARS2-Spike TRIMER open,1_SARS2-Spike S1 RBD,0.822365
2_SARS2-Nsp-16,1_SARS2-Spike S1 RBD,0.835336
2_SARS2-Nsp-15 (Uridylate-specific endoribonuclease),1_SARS2-Spike S1 RBD,0.80653
2_SARS2-Nsp-13 (Helicase),1_SARS2-Spike S1 RBD,0.816437
2_SARS2-Nsp-10,1_SARS2-Spike S1 RBD,0.843637
2_SARS-Spike S1 RBD,1_SARS2-Spike S1 RBD,0.820494
2_SARS-Spike NTD,1_SARS2-Spike S1 RBD,0.822105
2_SARS-Nsp-8,1_SARS2-Spike S1 RBD,0.803948
2_SARS-Nsp-3 (Papain like),1_SARS2-Spike S1 RBD,0.840418
2_SARS-Nsp-3,1_SARS2-Spike S1 RBD,0.829669
2_SARS-Nsp-16,1_SARS2-Spike S1 RBD,0.818599
2_MERS-Spike NTD,1_SARS2-Spike S1 RBD,0.81481
2_MERS-Nucleocapsid,1_SARS2-Spike S1 RBD,0.81548
2_MERS-Nsp-3 (Papain like),1_SARS2-Spike S1 RBD,0.815913
19_SARS2-Spike TRIMER closed,1_SARS2-Spike S1 RBD,0.825697
18_SARS2-Spike TRIMER open,1_SARS2-Spike S1 RBD,0.816343
18_SARS2-Spike TRIMER closed,1_SARS2-Spike S1 RBD,0.827397
17_SARS2-Spike TRIMER open,1_SARS2-Spike S1 RBD,0.820422
17_SARS2-Spike TRIMER closed,1_SARS2-Spike S1 RBD,0.803643
16_SARS2-Spike TRIMER open,1_SARS2-Spike S1 RBD,0.823818
15_SARS2-Spike TRIMER open,1_SARS2-Spike S1 RBD,0.816501
15_SARS2-Spike TRIMER closed,1_SARS2-Spike S1 RBD,0.813848
14_SARS2-Spike TRIMER open,1_SARS2-Spike S1 RBD,0.808836
14_SARS2-Spike TRIMER closed,1_SARS2-Spike S1 RBD,0.814477
13_SARS2-Spike TRIMER closed,1_SARS2-Spike S1 RBD,0.806924
12_SARS2-Spike TRIMER closed,1_SARS2-Spike S1 RBD,0.809325
12_SARS-Nsp-5 (Mpro),1_SARS2-Spike S1 RBD,0.811973
11_SARS2-Spike TRIMER open,1_SARS2-Spike S1 RBD,0.816741
10_SARS2-Spike TRIMER open,1_SARS2-Spike S1 RBD,0.805947
1_SARS2-Spike TRIMER open,1_SARS2-Spike S1 RBD,0.820475
1_SARS2-Nsp-8,1_SARS2-Spike S1 RBD,0.816536
1_SARS2-Nsp-10,1_SARS2-Spike S1 RBD,0.8045
1_SARS-Spike S1 RBD,1_SARS2-Spike S1 RBD,0.890467
1_SARS-Nucleocapsid,1_SARS2-Spike S1 RBD,0.824015
1_SARS-Nsp-8,1_SARS2-Spike S1 RBD,0.808011
1_SARS-Nsp-10,1_SARS2-Spike S1 RBD,0.827452
1_MERS-Spike S2 HR,1_SARS2-Spike S1 RBD,0.823904
1_MERS-Nucleocapsid,1_SARS2-Spike S1 RBD,0.800733
9_SARS-Nsp-5 (Mpro),1_SARS2-Spike TRIMER open,0.82459
9_SARS-Nsp-3 (Papain like),1_SARS2-Spike TRIMER open,0.819004
8_SARS2-Spike TRIMER closed,1_SARS2-Spike TRIMER open,0.803978
7_SARS2-Nsp-13 (Helicase),1_SARS2-Spike TRIMER open,0.829605
7_SARS-Nsp-5 (Mpro),1_SARS2-Spike TRIMER open,0.827051
7_SARS-Nsp-3 (Papain like),1_SARS2-Spike TRIMER open,0.812951
6_SARS2-Nsp-13 (Helicase),1_SARS2-Spike TRIMER open,0.826752
6_SARS-Nsp-5 (Mpro),1_SARS2-Spike TRIMER open,0.813991
6_SARS-Nsp-3 (Papain like),1_SARS2-Spike TRIMER open,0.817505
5_SARS2-Nsp-13 (Helicase),1_SARS2-Spike TRIMER open,0.815535
5_SARS-Nsp-16,1_SARS2-Spike TRIMER open,0.81531
4_SARS-Spike NTD,1_SARS2-Spike TRIMER open,0.812588
4_SARS-Nsp-5 (Mpro),1_SARS2-Spike TRIMER open,0.827865
4_SARS-Nsp-3 (Papain like),1_SARS2-Spike TRIMER open,0.811567
4_SARS-Nsp-16,1_SARS2-Spike TRIMER open,0.835524
4_MERS-Spike NTD,1_SARS2-Spike TRIMER open,0.826138
3_SARS-Spike S1 RBD,1_SARS2-Spike TRIMER open,0.834709
3_SARS-Spike NTD,1_SARS2-Spike TRIMER open,0.834515
3_SARS-Nsp-3 (Papain like),1_SARS2-Spike TRIMER open,0.831768
3_MERS-Spike NTD,1_SARS2-Spike TRIMER open,0.829029
3_MERS-Nsp-3 (Papain like),1_SARS2-Spike TRIMER open,0.83409
25_SARS2-Spike TRIMER closed,1_SARS2-Spike TRIMER open,0.801917
24_SARS2-Spike TRIMER closed,1_SARS2-Spike TRIMER open,0.826805
22_SARS2-Spike TRIMER closed,1_SARS2-Spike TRIMER open,0.825295
20_SARS2-Spike TRIMER closed,1_SARS2-Spike TRIMER open,0.811879
2_SARS2-Nsp-13 (Helicase),1_SARS2-Spike TRIMER open,0.826291
2_SARS-Spike S1 RBD,1_SARS2-Spike TRIMER open,0.826036
2_SARS-Spike NTD,1_SARS2-Spike TRIMER open,0.830664
2_SARS-Nsp-8,1_SARS2-Spike TRIMER open,0.802171
2_SARS-Nsp-3 (Papain like),1_SARS2-Spike TRIMER open,0.838696
2_SARS-Nsp-3,1_SARS2-Spike TRIMER open,0.80428
2_SARS-Nsp-16,1_SARS2-Spike TRIMER open,0.81435
2_MERS-Spike NTD,1_SARS2-Spike TRIMER open,0.814499
19_SARS2-Spike TRIMER closed,1_SARS2-Spike TRIMER open,0.818603
18_SARS2-Spike TRIMER closed,1_SARS2-Spike TRIMER open,0.81051
17_SARS2-Spike TRIMER closed,1_SARS2-Spike TRIMER open,0.826593
14_SARS2-Spike TRIMER closed,1_SARS2-Spike TRIMER open,0.820568
12_SARS2-Spike TRIMER closed,1_SARS2-Spike TRIMER open,0.80081
1_SARS-Spike S1 RBD,1_SARS2-Spike TRIMER open,0.821473
1_SARS-Nsp-8,1_SARS2-Spike TRIMER open,0.829263
1_SARS-Nsp-5 (Mpro),1_SARS2-Spike TRIMER open,0.841419
1_MERS-Spike S2 HR,1_SARS2-Spike TRIMER open,0.855503
1_MERS-Nucleocapsid,1_SARS2-Spike TRIMER open,0.812999
6_SARS-Nsp-3,10_SARS-Nsp-5 (Mpro),0.820531
5_SARS-Nsp-16,10_SARS-Nsp-5 (Mpro),0.803218
2_SARS-Nsp-3,10_SARS-Nsp-5 (Mpro),0.802566
1_SARS-Nsp-10,10_SARS-Nsp-5 (Mpro),0.826041
9_SARS2-Spike TRIMER open,10_SARS2-Nsp-12,0.828061
9_SARS-Nsp-3 (Papain like),10_SARS2-Nsp-12,0.818843
8_SARS2-Spike TRIMER open,10_SARS2-Nsp-12,0.825827
7_SARS2-Nsp-13 (Helicase),10_SARS2-Nsp-12,0.845386
7_SARS-Spike S1 RBD,10_SARS2-Nsp-12,0.817634
7_SARS-Nsp-5 (Mpro),10_SARS2-Nsp-12,0.850652
7_SARS-Nsp-3 (Papain like),10_SARS2-Nsp-12,0.830409
7_SARS-Nsp-3,10_SARS2-Nsp-12,0.801025
6_SARS2-Nsp-16,10_SARS2-Nsp-12,0.837249
6_SARS2-Nsp-13 (Helicase),10_SARS2-Nsp-12,0.846398
6_SARS2-Nsp-12,10_SARS2-Nsp-12,0.838573
6_SARS-Spike S1 RBD,10_SARS2-Nsp-12,0.820812
6_SARS-Nsp-5 (Mpro),10_SARS2-Nsp-12,0.828852
6_SARS-Nsp-3 (Papain like),10_SARS2-Nsp-12,0.821795
5_SARS2-Nsp-16,10_SARS2-Nsp-12,0.816524
5_SARS2-Nsp-13 (Helicase),10_SARS2-Nsp-12,0.810356
5_SARS-Spike S1 RBD,10_SARS2-Nsp-12,0.808888
5_SARS-Nsp-16,10_SARS2-Nsp-12,0.802274
4_SARS2-Spike TRIMER open,10_SARS2-Nsp-12,0.833935
4_SARS2-Nsp-16,10_SARS2-Nsp-12,0.839655
4_SARS2-Nsp-12,10_SARS2-Nsp-12,0.820507
4_SARS-Nsp-5 (Mpro),10_SARS2-Nsp-12,0.844855
4_SARS-Nsp-16,10_SARS2-Nsp-12,0.842859
4_MERS-Spike NTD,10_SARS2-Nsp-12,0.832029
3_SARS2-Spike S1 RBD,10_SARS2-Nsp-12,0.816584
3_SARS2-Nsp-16,10_SARS2-Nsp-12,0.858983
3_SARS2-Nsp-15 (Uridylate-specific endoribonuclease),10_SARS2-Nsp-12,0.839172
3_SARS-Spike S1 RBD,10_SARS2-Nsp-12,0.841164
3_SARS-Spike NTD,10_SARS2-Nsp-12,0.828058
3_SARS-Nsp-3 (Papain like),10_SARS2-Nsp-12,0.817563
3_MERS-Spike NTD,10_SARS2-Nsp-12,0.807603
3_MERS-Nsp-3 (Papain like),10_SARS2-Nsp-12,0.847564
24_SARS2-Spike TRIMER closed,10_SARS2-Nsp-12,0.823944
22_SARS2-Spike TRIMER closed,10_SARS2-Nsp-12,0.829949
20_SARS2-Spike TRIMER closed,10_SARS2-Nsp-12,0.850434
2_SARS2-Spike TRIMER open,10_SARS2-Nsp-12,0.832845
2_SARS2-Nsp-16,10_SARS2-Nsp-12,0.84019
2_SARS2-Nsp-15 (Uridylate-specific endoribonuclease),10_SARS2-Nsp-12,0.819281
2_SARS2-Nsp-12,10_SARS2-Nsp-12,0.824337
2_SARS2-Nsp-10,10_SARS2-Nsp-12,0.812337
2_SARS-Spike S1 RBD,10_SARS2-Nsp-12,0.837545
2_SARS-Spike NTD,10_SARS2-Nsp-12,0.827294
2_SARS-Nsp-3 (Papain like),10_SARS2-Nsp-12,0.804796
2_SARS-Nsp-16,10_SARS2-Nsp-12,0.809801
19_SARS2-Spike TRIMER closed,10_SARS2-Nsp-12,0.823844
18_SARS2-Spike TRIMER open,10_SARS2-Nsp-12,0.804091
18_SARS2-Spike TRIMER closed,10_SARS2-Nsp-12,0.803592
17_SARS2-Spike TRIMER open,10_SARS2-Nsp-12,0.832435
17_SARS2-Spike TRIMER closed,10_SARS2-Nsp-12,0.807995
16_SARS2-Spike TRIMER open,10_SARS2-Nsp-12,0.813259
15_SARS2-Spike TRIMER open,10_SARS2-Nsp-12,0.816011
14_SARS2-Spike TRIMER open,10_SARS2-Nsp-12,0.81458
14_SARS2-Spike TRIMER closed,10_SARS2-Nsp-12,0.835895
12_SARS2-Spike TRIMER closed,10_SARS2-Nsp-12,0.805558
11_SARS2-Spike TRIMER open,10_SARS2-Nsp-12,0.804971
1_SARS2-Spike TRIMER open,10_SARS2-Nsp-12,0.828459
1_SARS2-Spike S1 RBD,10_SARS2-Nsp-12,0.80195
1_SARS2-Nsp-12,10_SARS2-Nsp-12,0.82887
1_SARS-Nsp-8,10_SARS2-Nsp-12,0.837872
1_SARS-Nsp-5 (Mpro),10_SARS2-Nsp-12,0.816265
1_MERS-Spike S2 HR,10_SARS2-Nsp-12,0.834942
1_MERS-Nucleocapsid,10_SARS2-Nsp-12,0.837691
